name	type	units	low_cutoff	high_cutoff	sampling_frequency	notch	resection	status_description	hemisphere	lobe	dataset
A1	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	parietal	trained
A2	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	parietal	trained
A3	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	parietal	trained
A4	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	parietal	trained
A5	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	parietal	trained
A6	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
A7	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A8	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A9	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A10	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A11	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A12	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A13	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	R	frontal	unused
A14	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	R	frontal	unused
A15	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	n/a	n/a	unused
A16	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	n/a	n/a	unused
A17	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	frontal	trained
A18	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	frontal	trained
A19	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	frontal	trained
A20	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	frontal	trained
A21	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	frontal	trained
A22	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	frontal	trained
A23	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	frontal	trained
A24	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	frontal	trained
A25	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	frontal	trained
A26	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	frontal	trained
A27	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	frontal	trained
A28	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	frontal	trained
A29	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	frontal	trained
A30	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	frontal	trained
A31	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	frontal	trained
A32	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	frontal	trained
A33	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	temporal	other
A34	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A35	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A36	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A37	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A38	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A39	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A40	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
